polarity,text
1,Just joined a twibe. Visit http://twibes.com/Atheists to join #followfriday @MetaKong -Because I once got robbed in Amsterdam  ! #MetaKong
1,playing wario ware ! ) Zorb in a bit ! 
0,"uh oh, somehow my domain name is gone "
0,Getting ready to go to Watertown for 4 days....gonna miss my babe! 
0,Morning... Working but not feeling well 
1,i need to go out 
1,Listening to The Summer Set! 
1,@Joestains That's great to hear! 
1,goin to bed 
0,@krishgm Agreed - poor little lad 
0,@LTLline...WHY Russ Parr show reporting you and Janet broke up?!?....say it ain't so 
1,@cranberrybandit professor honky mchooterson works too LOL. And how could you not name him? He's too cute to be nameless 
1,@shawnieora haven't heard a tweet from you in 10 hrs...should we be concerned? 
1,at ASPUG @AdamCogan knew something that Paul Turner didn't. Tweet was requested to record such a significant event. 
0,I want the signature golden retriever so bad!! 
0,but this is a wee bit sad.. http://bit.ly/wzKZl  
0,"@AgustinoTino thats good!! for me was the first time, i never cooked mexican food.  me in the kitchen? DISASTER!!!"
0,@ home...Capitanes lost the game..... 
1,"@dougiemcfly yes, yes you are "
1,@Stormlite02 the worst thing with translators is the grammar and slang can be so funny when its translated by those things 
1,"Right I'm out on the town, I need all you #redsox fans to keep me posted on what's going on till I get home "
0,"@billyraycyrus so you're not with your family, oh they must miss u a lot!! "
1,@hollsam9 Sorry to hear that  Did u ask too many questions lol
1,@britneyspears love ya!!  Big fan of the song &quot;lace &amp; leather&quot;
0,@SocialMtgExpert Sorry for my forum reply on @woothemes. It was never meant to be snotty at all. It was only meant to be informative 
0,needs to unpack;; clean;; &amp;&amp; make cds. misses the beach 
0,AH new update for my bb Storm hahaa. Today at 3 I can update but unfortunately I have to wait until after work. 
1,.. Its again work against me 
0,@redvers he never cried thru pain but he was crying and i had to dress him  poor daddy xxx
1,gets to watch her wonderful sister-in-law graduate tonight!! 
0,@swtbunz Is everything okay?! 
0,"@MissCindyBabyyy no lol, my legs hurt "
0,@driedpinkroses  owwwwww. I can't life up my arrrrrms. 
1,"300th update. twitter is a good thing, like the day i had today  i love you. â¥â¥"
0,just saw my dad at the park 
0,I am actually sad this is the last full day of school. I am going to miss my entire first grade class. 
1,@sethsimonds And I'll be widdling away at my follow list myself. You inspired me 2 stop procrastinating on that. 
1,great night out for dinner with ash. long wait for the food but worth it 
0,"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac "
0,@snowhite197 
0,"@ddlovato i would love to go see you for my b-day tomorrow, but you're nowhere near where i live!! "
0,Head still hurts a little too much. No run for me today  Looking at an early dinner with the house guest and off to sleep.
1,Breakfast Flow..but its really lookin like Breakfast/lunch Flow! Lol  Can u say Simone is Greedy!! 
1,Omg! 6-2! All i can say is omg! 
1,"FOUR more days until my vacation from work! I don't care where I go, or what I do so long as I'm away from my job.  #fb"
1,Greetings from the Scottish Highlands.... 
0,@singacaryl I'm gonna have ugly nasty bags under my eyes 
1,on the phone 
1,@Bass_ well i'm on a twitter deaddiction regime.  btw some 20 'your horny kitties' are following me. isnt as good as it sounds though 
0,@MizzKali lol! I can dig it... I wish I can say that about oakland right now 
0,I'm hung over ahhh hang overs suck magerly 
0,Jesus please make these babies go to sleep! I'm so tired 
1,Watching the FA Cup (cheering for Everton) &amp; marking this afty. Kids in garden 
0,grr so #Bell wants me to get an HD startup kit for $100 (which they will credit me on my bill) but I don't have $100 for that right now 
0,@TweetDeck It crashes on my iPod Touch (fw 2.2.1) 
1,Please nooo more wedding stuff! ahh i wanna relax 
1,@Goldyfinch Okay. Thanks 
1,@sarahbarkley I need some clothes 
1,sitting in my hotel room in denver... waiting for my love to come sweep me away to lunch 
0,...its not out yet 
1,@mikepickard yep have a flickr account  http://bit.ly/ESJ9Q
0,Just got bit by a dog!   hurts
1,@PaulDale67 It will be painful for them if they don't get a move on! 
1,"goodnite all, a rather emotional day has me tired. "
0,"finished 2/5 volumes  and now i only have 529/1024 pages left *sigh* I'm going to miss this series, even though i still cant pronounce it."
1,@DVBL Good morning 
1,"YAY  Back home from the mall. man, I'm tired "
1,@wholekrinelcorn try to watch harper's island. 
1,Been recommended to the BoGS for an offer at Cambridge 
0,"@pocketedward You deserve my affection, but you don't want it. It's OK "
1,@beyoncatweets Okayy! 
0,trying to keep my mind off this horrible debaucle! 
1,"@TheJimmyCarp ohemgee james, the album is absolutely delicious!! you sound fantastic. looove it "
1,"The mountains are calling, colorado here I come "
0,"@jazzmodeus That almost like a doable topic, albeit rather retro. I think I'm out of sexy ideas. "
0,"Used Pwnage to upgrade to 3.0 to use my non-iPhone plan AT&amp;T sim. Guess they don't like that, I have phone but no data.  Back to 2.2.1 "
1,Almost at work! 9hrs shift! Well at least we r having Girls night out at Hollywood! 
0,@smithcho How are you today ? I am in rainy NJ. 
1,@Ianjamespoulter USGA's gotta keep up w/ those big ole honkin' drivers you guys hit! 
1,"@linhaz Hi  i think there there should be a lower age limit, there is one for x factor #bgt"
0,Is at work ALL weekend  but is pleased he has finally got his holiday days ok'd for next weekend!! Bring on St Ives I&gt;@/\/
1,@greggarbo It's a new kind of sound but it's amazing. 
0,off for a fried breakfast. then the library 
0,i lost the game 
1,Do you see why I disappeared for a while???? 
1,@kerrylouisexxx How was the flight home? 
1,God's way is unique and yet can't be understood. He has His own time.. 
1,@jaskirat So it's going to be a 500 + 250 + 1 TB for me 
1,"@mattbeetar Yeah he's a looker hey ;-) this is very true  he used to be a swimmer, so there you go hehe =o)"
0,"im ganna watch live with regis &amp; kelly for a bit, but kelly isn't there, so i guess im ganna start studying now       ommg soo depressing"
0,i am feeling sorry for myself...this time last year i was NOT a fat...ass... 
1,Back in the UK! 
1,@kionee And you should know that I was just playing. 
1,"@Silent_Brad haha, thanking you muchly  I got a little over excited there."
1,new to this twitter marlarky. 
0,@DistillingWater  perhaps later then.
1,someone text me.     
1,New record of 5 for keepy uppies with the dogs! Bob-Sadie-Bob-Sadie-Ellie. Hoping to beat this with @anonymoustom next weekend... 
1,tomorrow i fly to bulgaria  i'm so excited
0,Last poker game of the summer tonight!  sad.
1,@mmagear510 thanks for the follow Marcus! 
1,"@Tina_Marie_2009 Glad to hear you're quitting. I hope it works out! Also, thanks for the sweet mother's day card. Made me smile. "
0,"having a garage sale, and its a rainy day "
0,@neodoomium so is 245 lbs. Even when you lift it 
0,needs a massage.. can't move my right arm too good 
0,"I forgot to eat today.  Brain, come out, come out, wherever you are!"
1,"@Timaay anywhere near a Catholic perspective. Its &quot;Divine Conspiracy&quot;, by Dallas Willard. Its heady reading, but lovely. "
0,will be going home to an empty house tonight.  Hope my wifey has a safe flight back home
0,saw the little kids down the street riding their new pony today - so cute but made me miss my horsie 
1,@miguelstdancer Do you live in England or Spain? What's your job? Who's your favortie McGuy?    lol
0,devastated... george and martha isn't on... 
0,The fray makes me wanna punch babies 
0,sad i couldn't help 
0,Doesn't wanna say it.............  
1,@baldy_za thanks man. I can't wait 
1,showing off my tan 
0,WOW YESS N IT RAINS AGAIN HMMM 
1,@areevez Im good  seeing what the fuss is about with jay-z and the radio.. how about urself?
0,todo en orden.... tareas del hogar aish 
1,@selenagomez - try Uber Twitter!!!!!  . U &amp; ur friend TL r so adorable!!!  
0,"@ohmymandy haha, i think so aswell! i would so have been better having joe throw his popcorn on me  well hopefully in november...."
1,@chimairaband great! 
1,@whatabout_ken aww thanks we all love that kid 
0,"one of the reasons why i like school is that i dont have to see my mom. now its half day, i see her. damn "
0,...in honor of his memory.  R.I.P. BabyBlue. Your memory lives on.
1,back home from spending the day with my two fave girls  good day! sunburnt mind hahaha pfft.
1,&quot;IT&quot; was cool. 
1,knows it's going to be a good day today.  next weekends gonna be the bessttt!
0,Hey @macbarron bummed that my chat is not working again    (Cathinasmalltown live &gt; http://ustre.am/2PHA)
0,working on @Digital_Gurl 's design  Firefox Safari Google Chrome all worked except IE 
1,@Guildsinger It was fun...don't know when the next one will be. Follow @joecascio as he's the one who planned it 
0,wow jason thanks for inviting me i would love to have chipotle with you 
1,@mdhughes That would be me then  The Confused one. So it's not the air then!
0,just spent 2.385 kr. on something that's not even for me!!!!!  buhu!
1,@Remy_Foster  YAY
1,found my twelve sources and am finally starting on my last civ paper. i refuse to sleep/eat/tweet until i finish. aurevoir 
1,Wow! Over 100 followers! Thanks for following everyone 
1,Got into the Top 10 of a sydney based Australia wide design contest  woo presentation in Sydney on Wednesday!
0,@tommcfly Is it true that you love brazil more than australia  nitey
0,"@amieewhitney wish u were here, the ceiling is falling dwn..!!  i dnt like the noise!"
0,@mishacollins  tommcfly 41921 Votes.Misha 25059 Vote. 
1,Ok so we just got out of all those meetings 
1,@jaffacakelust DONE! I hand in at 1pm! Not enamoured with it but certainly relieved. Hows you? Good contact to resume shortly I promise! 
1,"actually, i had a pretty good night "
0,I thought graduation would make me happy. Nothing is further than the truth 
1,"is feeling more and more like the light at the end of the tunnel is, in fact, *not* an oncoming train! "
1,Yay for rock band.  ugh school monday. Damn.
1,@auriea need some reading homework? 
1,@Beverleyknight OMG i'm so excited about hearing your new album! 1st week september?! 2 sleeps left....  had exam today! joy! xxx
1,@monicafrancesca sending you rainy day love! heres to hoping you dont get too lonely in the booth 
0,i want the sims3..stupid laptop 
0,people are bothering me  #BSB
0,"@DjSmooth918 I heard seeing it in imax is whack.  that's what I heard, don't shoot the messenger though!!!"
0,Waited too long for lunch 
1,"@cali3d congratulations, I hope you have an amazing day "
0,@MaryBoomBoom Maria where have u been lately?? missing your posts on the forum huni!! :/ 
1,"@ariherzog Would anyone want to invest in Facebook? Every time they redesigned their site, stock would drop 50%. "
0,the library is cold 
0,@R1CC1 i'm still awake actually lol... i can't sleep 
1,@DeanEshelman Oh good for you!! My daughters are out of town this weekend.  So we are doing date night at home by the pool. 
1,Watching Roman Holiday. ... Audrey Hepburn is adorable! 
1,"exams in ended season is off,now holiday time "
1,just saw 17 again! it was awesome. u better get out and see it 
0, cant fall back asleep.
1,today just got better I'm back to 
0,"@jschweit no shit, i just wanna play racquetball "
1,@feblub I just can't wait. I'll do all I can to do my part in getting him back to his old spunky self 
0,"@kyubikitsy nope, because my &quot;home&quot; office is kapolei, i get nothing  only if i travel from there"
1,@Applecored can i just invite you to zigazag across the floor then shuffle and diagonal  how're you milady
1,Loves him but most importantly loves my mom! Happy Mothers Day! 
0,@mitchelmusso are you coming to vancouver? your myspace says you are but there is no place posted.if not that will ruin my summer.. 
0,"@lapearce Time to visit the dentist, I'd say "
0,whats up with these mini foods!?!?!  smaller portions i guess???
0,"i hate that feeling when your soooooo hungry, but NOTHING sounds good "
0,ah well... jack n jill knew better than to go up the damn hill! 
0,says today is my last day eating sour sally and heavenly blush  tadi makan HB yg pomegranate and peach (hun... http://plurk.com/p/125o8t
1,REALLY LOOKING FORWARD TO FA CUP FINAL 
0,I'm receiving enquiries from visitors about how to order a product because the merchants' site won't let them  Waste of traffic
1,@michoumusic sweet! i'll look for it 
1,one days hard revision then home tomorrow 
1,"@ded The wedding rings are in??  Yay, it will be like we're all married and junk. "
0,"@SymphonicSsound Boo I wasnt able to make it yesterday, I was there last week though! I didnt see you "
0,@zandperl I managed to stay awake and everything.  Course I still woke up at 5 today 
0,is having such a depressing day 
0,"what are the chances of my waking up sans headache? not good? bollocks.    have i ever mentioned how much i like QUEEN? yeah, they rule"
0,"@lauraily Im in all day too, im getting so bored but till I find a flat I dont wanna get myself  doing something else  got nething to do?"
1,@Joeymcintyre  you need to get on here with your Mac Sexy Girls and listen to @Retrorewind with your man Dave!  It's A Party!
0,"@thefreezepop Nice feeling  I've realised I've got to send some stuff home with my mum this weekend, so I've taken down all my lovelies "
1,Experiencing BIS Issues? RIM Knows About Itâ¦ @PinkBerryGirl @karyncristina  http://viigo.im/KXz
1,Maths calculator today! 2 hours + 25% extra time for me so 2+ a half hours i will be out at like quarter to 12 then i can go home 
1,How Cum westlife 2 on jonathan woss !! 
0,"Supposed to be planting some tomato, purple sprouting and flowers today, but tis raining "
0,@_DevilsAngel_ im ok and idk where he iz 
0,stuck in office without car ... sis took my car  ... cant go out for lunch .........
0,Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com
1,did good at work tonight... I love earlier in the week when they schedule less ppl 
0,ew. Dentist today. 
0,Packing is not fun at all 
0,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;? "
1,I Cannot wait for the NEW MOON film to come out in cinemas 
0,"@darkskychick Are you serious?  Hmm, that would a twist though since he's always wanted vamp blood, well now he got 'em! lol."
1,"@cyberauron as little as possible  Sporting goods warehouse/supply office. I'd like to be a writer, but I lack talent &amp; writing skills."
1,Morning all. Hope everyone had pleasant dreams  it's a lovely day today. Hope everyone's day will be a fabulous one
1,@Chanelnmb5 me too =P 
1,@JGONeill  hey babes good morning 
0,wants a new phone. ugh my b-day in 3 weeks ya'll 
1,14th place in race 2 qualification 
0,tyler broke his arm  but he is feeling and acting normal now. Waiting a week for the fiberglass cast...
0,has quite the headache tonight... 
1,t-minus 3 days until i get to tackle your little ass @OctoberVJ.  
0,tummy ache 
0,wishing i was at bamboozle with everyone else 
1,@Templarman Ah shame!  Would've been f un!
0,"@srawlins Sorry, &quot;Arrested Development&quot; was not found. "
0,"soooooo sunburnt , i can't sleep cause of it "
0,want to go mimis! 
0,Looks like i'm pretty much poor now. 
1,is truly going to bed now. Night World. Time for some dreams. 
1,@India_Insights Looking forward to impressing you 
1,STL/CHC goes over 9.5 early in the 8th. Good news and a fitting end to a nice profitable day 
0,@sirmatthews Touche'! Lol that was just a coincidence! Marques Houston was my FAV but I missed that one too 
0,i still can't believe nadal lost!!!!!!!!   
1,@ShaneSakata We can make that happen 
1,@tommcfly TOM! Please tell people to vote for @gfalcone601 at http://bit.ly/be9nb She's your friend right? PLEASE!  Give me shoutout too!
1,Hmm... Just imagining what integrated GPSes would do to stolen Macs. 
0,"@yobeeone Lots done yesterday, but NEVER got out!   Leaving computer now to make sure today is not the same! ANOHTER nice day here in NY!"
1,"@hellzballer 'the louder one talks, the less they are likely to listen'. you know what? tweets are to short to have adebate anyway "
0,"Loverly Sunday morning, blue skies and sun (been to the park already) need to get all the stuff together and head back to Cambridge soon "
0,@angiewarren that sucks  have you said anything to them?
0,"Still awake, almost 4:30. Still have sooo much to do "
0,I need to clean my room. 
0,"tomorrows going to be a rough day for me..1 year..r.i.p vaness   livin my life the way u wanted us all to, and the way u did"
0,@pikku_kyon  I know that building. Don't know any good cafes though.  http://twitpic.com/7p0iq
1,just dropped stingray off. 
0,is feeling all blahhhhhh today 
1,Just saw Pelham 123 good movie not great but good. I just love Denzel in every way possible  he makes me love acting even more than I do
1,@Alyssa_Milano Have a great night and an amazing day tomorrow!!!  -Steve
0,leaving victorville after the MMA fights! missing the 1st half of the laker game 
1,@fricky yay  I hope you'll win &gt;o&lt;
0,@workformeonline I didn't understand that   Try commands like 'Buy 30 #tag' or 'Sell 30 #tag'
0,"@juliancheal sorry, don't think I would be able to sanction that "
1,"@mamaphan LOVE john mayer... also love 'comfortable'. good song, fun to sing along with. "
1,TWO ONEEEEEEEEEE 
0,@Darren_Moore_ No! I want a starbucks 
1,@eletelephant same to you!  always cool to meet fellow Twitter folks.
0,@McLeod91 that soo happened to me too!! I have to buy a new light  sucks!
0,"@minekim thanx looks yummy, now i have a sweet tooth and i already went shopping  i'll hunt down my house for chocolate. must find foodz"
0,"Why does Starbucks come out with Frappuccino icecream just as I'm starting a diet?  Murphy's Law, thats why "
0,@rootbeerfloats8 You hate Billy now?! 
1,I seem to approach life as though it's a video game. Always trying to get to the 'next level' ... and why not? 
1,Signing off. Time for lunch. Hopefully that'd give me some energy to code 
1,@zubinsaxena im good thanks  you?
1,@ModelSupplies hey Anita...how are you doing? what Q did you have for @billzucker about me? and what was his answer 
1,@johnhood @LittleLaura BTW did you download @EAmobile's Need For Speed? Can't wait for The Sims 3 next week!  #iphone
0,I hate bulimia!its not cool 
1,Is Awake .. At Some Stupid Time  x
1,Night night rock stars!!! 
1,"twittering seems so creepy to me, still "
1,At Carowinds 
0,Just got back from ps and no one at home 
1,"feels good, I know that, I'm really in love  night."
0,A boring day 
0,@Chynadoll1369 i kinda aint 
0,@krisnair but where's the rainbow 
0,last track meet ever tommorow 
0,drinking Darjeeling Tea from Twinings  http://bit.ly/AX6PV  #steepster
0,@PoisonKeyblade omgsh no way!!!!! that's awesome!! awwz i wish i could be there  stupid regents!! ughhhh
0,I wish i was with @allison_evelyn. I'm quite alone and bored 
1,"@skyspun I like that  Usually in the mornings when I commute I hear, &quot;on the road again...&quot; in my head."
0,"@starsparkle thanks! No open wifi near me, though "
0,@CatherineDream It'll be very hard 
1,#3hotwords - fancy a 'coffee' 
1,@jshe i ran out of DM  can't send u any now
1,@slurpeerule &quot;..I'll never change my ways its not a phase this is how it is and this is how its gonna stay....&quot;   
1,finally turning off all electronic devices and going to bed. tummy is feeling a bit better. must have been that dark chocolate truffle. 
0,Dying to work on a project of mine with a good friend. He's no-where to be seen these days tho 
0,Working.... EVERY DAY... so much for Blink 182 tickets 
1,showerrr&amp;&amp; newport for the wholee dayyy w. familyyy  fun fuunnn
1,@johncmayer  but does the yummy overpower the lonely? That's all that matters 
0,I dont think hes coming anymore.. 
0,I've had too much to eat... I need to go lie down! 
1,have interview wit pikicentral on wednesday 
0,exam today 
0,School...  but at least theres only 2 more days till break!
1,@jdyates their problem by getting the Gov to step in and help. Who said Mercantilism is dead?  (love it)
1,Oh wow...ewwww so many thoughts flying in my head lol   fuhub...only time will tell 
1,@smaknews lol! You gotta love digital scrapbooks! 
1,&quot;Do It Again&quot; (Blogula Remix) de The Fire and Reason http://bit.ly/nsKpZ Â¡GRATIS! 
0,glorious weather outside! back in the office now 
0,you anymore yah well guess what that is my life right now oh so much fun huh ?  
1,@Enamoredsoul I like this i didnt think that you knew anything about that lol 
0,"@ShredderFeeder Aww, sorry, happy belated sucky birthday. "
1,@lezzymom p.s. I'm still blind though. 
0,i'm not understanding twitter 
0,@hexmurda bwhaahahhaahah I heart the game 
0,My twitter application on my iphone is screwed up 
0,@st_aurafina  How sad. I loved Eddings' books as a kid.
1,@amber_benson haha - that's awesome  she'll realize later and feel so stupid.
0,@Janedebond I'm so sorry for your loss!  *hugs*
1,@mrtweetlovesyou Really? Hope you enjoyed it. 
0,@girlychic003 ouch. That sucks. 
1,"@ZeeAvi You're bloody amazing. Talented, gorgeous and impeccable music taste. Pls tour S'pore when you're back in M'sia  We &lt;3 u here"
1,A little morning bowchickawowow. 
1,I love you nick 
0,cant get to grips with TweetDeck  Isnt that hard - Im just being a moron!
0,@Cash07 Oh u didnt get me nuthing tooo   Forget yall then U and db0y8199.... lol
1,"@flyingblogspot  okay, a scotch appreciation party shall be organised, will post something soon!"
1,@chris_dietrich i am honing my rage to get into the evil league of evil. Hi ho silver. 
1,"yerp yerp, on msn and myspace. i think more people should have twitter "
0,Melon and yoghurt for lunch today  keep checking the weather - but still looks like rain 
0,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad  
0,"@coylobos she's a skunk, bitch, ho, fake, and all that stuff. Sadly LC is gone  she and Whitney were the only reasons I watched The Hills"
0,"@chrismessina That's got to be a misunderstanding of how OpenID works. Once again, more education required "
0,oh yes and by the way i have a new youtube channel its stickynotesarah   subscribe pleaseeeee   and give me some ideas cos i have no vids 
0,"@veilin, noooo,  it's those idiots who impersonated him, sigh. :\"
0,just watched Mask and feel a bit sad 
0,WHERE IS MY VACUUM FROM ELLEN??    
1,Itz over  4 now at least. PHEW!
1,says good evening!  http://plurk.com/p/x6gt7
1,Pictures from the Quiz Bowl ---&gt; http://is.gd/JhTr Go @DougEnright! Way to capture some priceless moments 
0,jus tried to update #iphone still nothin  Wtf is taking so long with the release?
1,@erucsbo hehe yeah thats why I won 
1,good morning people 
1,back at home from the test in English....wooww now it's holiday for me 
1,@jordanknight YOU BECOME MORE PRETTY CLOSE TO OUR FLAG! LOOK THIS http://twitpic.com/6fwoa WE LOVE YOU! PLEASE COME TO BRAZIL 
1,"@VintageVictuals hahaha, yes...  the tragic....    *MUAH*"
0,@skirby1486 I work like a slave so I be missing all these updates 
1,"@clancycnn  my French is the most basic: food, money, greetings! no doubt if i tried it on Ms. Hala Gorani, she'd blanch. *grin*"
0,@MrCav I love that documentary! I cried too 
1,"@sebbo All the best in SF &amp; WWDC Seb, enjoy! "
0,....elderly that I'm terrified of becoming. I don't mind healthy YOUNG elderly people. But this. This is my absolute fear. &amp; I can't quit 
1,I came home from running and found 2 dozen roses on my door step 
1,Still at RR's! Now with J. Fo 
0,"It's been almost two years since Howdy died...  RIP. You created my love for Boston Terriers, buddy. I'll never forget you."
1,"@Jonasbrothers can't wait to see the show! and all the hard work you guys have put into it, all the songs sound great from the live chat! "
1,@iamcandygirl Glad you're feeling better today! 
1,@meeratank i would love to have them all but i am kanjoos bhikaari these days 
0,Feeding Pol Bear &amp; Putting him down for a nap. He is teething 
0,@Kaetia Haha. I don't even know if I'll have time to go out and get it today.  might have to wait til thursday.
0,@fozzyfoezz boooom. lucky you have wi-fi there 
1,Aight so I hvent updated in a bit. Really busy planning the baddest party!!!!  Stayed tuned!  
0,"@nosi87 OMG, I want Katherine Moenning on Ellen also.  You know I was following her on here and she disappeared.  "
0, just finished chatting with my best friend in italy ... i reeeeaaaalllllly miss her!!! 
1,"went to two grad parties... the first was ok, the second was extreamly fun "
0,@chefrock It's sad that most people don't know who Julia or Jacques are...   
1,#followfriday introducing you to @Netra.. ermm she doesn't need an intro  She is the queen of twitter!!
0,@_iWade_ Hi! Yes I do - I do not have that many  lol
1,@hezmcfly Yes  that' right 
0,Bonyok brkt siangg ini.. Annual honeymoon.. Huhu rumah sepiii 2 mgg 
1,@Cooper_Griffith now try and calculate the carbs! 
1,subway in my tummy 
1,Loves when my Mom gives me IM kisses 
1,@Esther_N =_=.. so now your my mum is it ? LOL... even my mum doesnt say that.. tsk tsk.. LOL.. But the good thing is i know you love me 
0,just ordered some areca palm and lady palm for my office. should (hopefully) help with the awful air quality. I know v little abt plants 
1,Agreed @vampirefreak101 ...anything is possible!! I now believe that too 
1,@verwon Oh my goodness I think so!!!!! I'm so in 
1,Leaving for #WWDC in 2 days time 
1,bored... Switching to music video channel. lollipop from lil wayne is a better way to start this week 
1,going to Pearl 
1,Lunching outside 
0,@kristydziukala lol oh thank you. i havent gotten a good @reply since @souljaboytellem..that was like 3 days ago 
1,Needs anotha latte 
0,@fallenwiccan know the feeling...  have to go through and look at quests tomorrow think 5 or 6 may have gone grey lol
1,"Getting ready to leave for our senior trip to Disneyland. Leaving at 9:30am, arriving Friday at approximately 2pm. "
1,@SoniaMonique Have fun on your trip Sonia! 
0,@BryanRicard nooo  i was jk! how can i entertain you? :]
1,"@jordanknight Choosing a pic?  Please, please, next time I meet you all, don't loose your passport, ok?!"
1,@Ayakachan that's his Charm! 
1,@vyctorsoft haha thanks man 
0,"College is over, candy floss and The Gallows in the bus home, dentist at 3 tho  http://yfrog.com/14givj"
0,hates the rain 
0,"Caroline has a hangover, no voice, headache and wants to cry... it all hurts so BAD "
1,"@rubystar_candle sure, hope to talk more "
0,..... and my parents aren't here 
1,@JerusalemBureau I will be more than honored to take you up on that offer! 
0,@changroy Glad you like my blog. I need to redesign it badly though! I also need to put up some new pics - been too busy lately. 
0,going to bed. foot hurtin like hell &amp; so is my head  *Jessi Ann*&lt;3
0,@elliotmacaluso I opened.... without you 
0,"@Willemijn15 for some weird reason, the site won't work any more "
0,@laalanthika lmao wat dya mean word count? Nd hahaha aw my essays r gttin better! :p bt err doubt it.. House arrest remember!!  wbu? ..S.x
1,photographing Cameron's baptism today 
0,@lewisholland ahhh soon! ive been so busy lately 
0,is feeling rough as an old dog after not sleeping much and having a honking cold 
1,@dreamnoworg serving others is often the reward  Or help them go deep and wide to by filling in any of their gaps.
0,my right wrist hurts so bad... perhaps i put too much force while removing old floor tiles.  http://plurk.com/p/12lar9
0,pajjade vÃ¥r showcase 
1,finally summer weather?  amazing nights sleep! @ work....
0,Uugh. Presbytery mtg. 
0,had a perfect weekend in norfolk; especially with the boyfriend. now it's back home/back to reality &amp; there's so much to do! 
0,is getting in the bed! i can't hang like i used to 
0,back to work today-only 6 classes left before the season ends   I'll miss it!
0,damn. i didn;t get any Skunk tickets  . Now i'm REALY sad 
0,needs to study for her exams 
1,is out for tonight! good night twitterworld! 
1,@goglenncoco Nopes  I'd rather you were gay with me =p
1,Happy birthday to meeeee !  im old now :'( x
0,Oh crap that means no shoes or hair stuff or jewellery for formal. And no jonas posters for a full month+  and no Wii!!! Aaaagghhh
1,"Goodnight, Tweeties! PEACE; I'm outskies.  ily."
0,@GetReadySetGo how is that headache?  Is it from allergies?  Mine were acting up so badly yesterday 
0,Ew not very nice this morning even tho it had a promising start!  on a side note got some new rubber on the mota in the form of Avon ZZ3's
0,"in 9 months, i wont be able to experience 100x of tickling  im guna miss that =(("
1,@lilmisspatty oh mann you're the greatest! why not Friday? haha I'm just asking though but I probably can on Thursday 
1,@Steven10114 Im the luckiest girl ever. And i love talking to you so much..And..I couldnt stop thinkin about you all day long 
1,"going to buy @Jonasbrothers album in the morning with @esizzle27 and @marissatech , then listening to it for the rest of the day  "
1,"@allaboutenergy  No I dont think so ! A great day to you, and I am glad that you are here.  www.10478.vgb.no"
0,@Orchidflower i drown it in r win arliar  an as u  not yt bdhaving
0,"@codezeeosex poor u   i hope u did not sleep during the work , cause that might be a big problem &gt;.&lt; i said maybe :p"
1,Talking to Jess on the phone 
0,just into work..i should b workin but all i can think about is the lovely sun outside 
0,Sigh...jus got off work...my bed is callin my name!!! Sooooo tired!!! 
1,one more week and i'll never be a freshman in high school again 
0,aaaaarrrrrrghhhhhhh!!!!!!..... nope still not working 
1,"Tired but happy because everything takes place well. I listen to the music &quot;Can't read my, can't read my, no he can't read my pokerface "
0,@tommcfly A long time ago in a galaxy far far away...Tom used to reply me... but i guess he doesn't like me anymore 
0,"sorry, here's the link. extremely disturbing and sad   http://bit.ly/XBzEb"
1,Felt my unborn baby kick for the first time last night 
1,@abbylatif just enjoy looking at tweety bird and not to twitt...hehehehe  
1,"@FrankMillar Thanks yeah that's the same date I got from http://www.whendidyoujointwitter.com too, cheers! "
0,"See, when you know one way to solve the problem, it's a bad idea to spend two hours looking for another way. That's just dumb. "
1,"If oracle builds netbooks, I sure hope they will use all their employees for testing one   http://bit.ly/13PoJV"
1,Good Golly I'm tired! Jet lag - plus only a couple hours of sleep a night...whew! BTW - I totally dug the girl talk till 2am! 
1,@AdamIss Thank you. 
0,Photo: Empty office today  http://tumblr.com/xmm1mes35
0,why canÂ´t i fly?xberg becomes so far with a broken foot 
0,/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures 
0,@lady_jane   hope yours will go away quicker than mine (10 weeks now and counting)
0,I am tired from work 
1,Today has been a great day  Not bad for the first day at home.
1,I just saw the future after watching Kaleb Nation's latest vid on Youtube. *Are you reading this Kaleb?  My future is filled with Twitter.
0,@jordanmcgraw http://twitpic.com/7la9s - FUCKIN SEXY. miss the fro though 
0,"Now examless, but Chem finals went so badly I'm worried I'll miss my offer for Edinburgh  Hoping I scraped a B &gt;&lt;"
1,waiting for the clock to turn 5 so i can go home 
1,@Patty_B the whole nz article is great 
0,People just dont take marriage seriously anymore... ya know 
0,@adinab i wanna go to the san diego one so bad but i'm not gonna have money when they go on sale 
0,@knsenn Happy Birthday Katie!!  Sorry about your car probs.   Have a great time at the show tonight!!
0,Hit up a few spots this weekend  Nothing eventful. Back at work.
0,@seuss_chela his gf brady cunningham 
0,"I'm on break tired, wishing I didn't have to work to min wage jobs "
1,@creativewax 
0,doing my best not to be vain but my baby has a fierce case of baby acne...poor little darling 
